data,chuva_mm,temp_max,temp_min,evapotranspiracao,municipio,regiao
2015-12-24,0.0,28.3,19.5,4.92,vicosa,Zona da Mata
2015-12-25,0.0,29.5,19.5,5.67,vicosa,Zona da Mata
2015-12-26,0.5,29.3,20.7,5.53,vicosa,Zona da Mata
2015-12-27,1.3,27.7,20.4,5.15,vicosa,Zona da Mata
2015-12-28,2.7,29.8,19.7,5.59,vicosa,Zona da Mata
2015-12-29,0.8,28.8,20.9,4.46,vicosa,Zona da Mata
2015-12-30,1.4,30.9,21.1,5.65,vicosa,Zona da Mata
2015-12-31,0.0,30.6,19.6,6.07,vicosa,Zona da Mata
2016-01-01,2.0,31.7,21.3,5.85,vicosa,Zona da Mata
2016-01-02,4.9,32.3,20.9,5.08,vicosa,Zona da Mata
2016-01-03,34.9,24.2,19.8,1.49,vicosa,Zona da Mata
2016-01-04,0.0,25.9,19.0,3.89,vicosa,Zona da Mata
2016-01-05,0.0,27.1,16.4,5.71,vicosa,Zona da Mata
2016-01-06,0.0,27.6,17.4,5.22,vicosa,Zona da Mata
2016-01-07,0.0,28.5,18.1,5.38,vicosa,Zona da Mata
2016-01-08,0.0,29.6,20.3,5.7,vicosa,Zona da Mata
2016-01-09,0.0,29.6,21.9,5.8,vicosa,Zona da Mata
2016-01-10,0.0,29.7,22.2,5.08,vicosa,Zona da Mata
2016-01-11,0.3,30.3,21.5,5.35,vicosa,Zona da Mata
2016-01-12,13.8,25.0,21.7,1.57,vicosa,Zona da Mata
2016-01-13,17.6,26.6,21.2,3.44,vicosa,Zona da Mata
2016-01-14,8.3,26.5,21.7,3.37,vicosa,Zona da Mata
2016-01-15,7.3,27.3,21.8,2.78,vicosa,Zona da Mata
2016-01-16,64.6,24.6,20.7,1.52,vicosa,Zona da Mata
2016-01-17,52.7,21.1,18.4,0.67,vicosa,Zona da Mata
2016-01-18,11.5,22.3,17.9,1.18,vicosa,Zona da Mata
2016-01-19,23.0,22.7,19.8,1.13,vicosa,Zona da Mata
2016-01-20,33.9,22.2,19.3,1.17,vicosa,Zona da Mata
2016-01-21,6.4,23.8,19.0,2.0,vicosa,Zona da Mata
2016-01-22,1.9,24.0,19.1,2.08,vicosa,Zona da Mata
2016-01-23,5.3,26.8,18.9,3.96,vicosa,Zona da Mata
2016-01-24,0.8,26.3,18.9,3.41,vicosa,Zona da Mata
2016-01-25,6.8,26.9,21.2,3.32,vicosa,Zona da Mata
2016-01-26,1.8,29.4,20.5,4.91,vicosa,Zona da Mata
2016-01-27,10.0,29.2,20.9,4.48,vicosa,Zona da Mata
2016-01-28,15.2,26.0,21.4,2.9,vicosa,Zona da Mata
2016-01-29,0.0,27.1,20.7,4.35,vicosa,Zona da Mata
2016-01-30,0.0,28.4,20.1,5.68,vicosa,Zona da Mata
2016-01-31,0.0,29.0,18.2,5.61,vicosa,Zona da Mata
2016-02-01,0.0,28.4,19.6,4.98,vicosa,Zona da Mata
2016-02-02,0.0,29.1,19.0,5.18,vicosa,Zona da Mata
2016-02-03,1.4,28.6,20.2,4.69,vicosa,Zona da Mata
2016-02-04,0.1,28.5,19.6,4.62,vicosa,Zona da Mata
2016-02-05,0.0,28.3,20.5,4.76,vicosa,Zona da Mata
2016-02-06,0.0,28.8,18.7,4.95,vicosa,Zona da Mata
2016-02-07,0.1,28.2,20.0,4.33,vicosa,Zona da Mata
2016-02-08,0.1,28.8,19.8,5.45,vicosa,Zona da Mata
2016-02-09,0.0,28.9,18.2,5.9,vicosa,Zona da Mata
2016-02-10,0.0,31.1,19.8,6.21,vicosa,Zona da Mata
2016-02-11,0.1,30.9,20.9,4.98,vicosa,Zona da Mata
2016-02-12,24.7,25.4,21.7,2.03,vicosa,Zona da Mata
2016-02-13,1.6,26.1,21.1,2.61,vicosa,Zona da Mata
2016-02-14,0.0,28.4,20.6,4.5,vicosa,Zona da Mata
2016-02-15,3.7,29.8,21.4,5.01,vicosa,Zona da Mata
2016-02-16,2.7,29.4,20.3,4.62,vicosa,Zona da Mata
2016-02-17,4.0,30.2,20.8,5.12,vicosa,Zona da Mata
2016-02-18,0.8,27.5,21.3,3.49,vicosa,Zona da Mata
2016-02-19,0.0,28.8,20.5,4.92,vicosa,Zona da Mata
2016-02-20,0.0,28.9,21.0,5.1,vicosa,Zona da Mata
2016-02-21,0.0,29.0,20.2,4.9,vicosa,Zona da Mata
2016-02-22,0.0,28.4,20.7,4.74,vicosa,Zona da Mata
2016-02-23,0.0,28.5,19.2,4.75,vicosa,Zona da Mata
2016-02-24,0.0,29.3,20.2,4.99,vicosa,Zona da Mata
2016-02-25,0.2,30.0,20.8,4.91,vicosa,Zona da Mata
2016-02-26,0.4,28.3,20.8,3.98,vicosa,Zona da Mata
2016-02-27,2.0,30.4,21.7,5.16,vicosa,Zona da Mata
2016-02-28,3.5,30.9,21.0,4.97,vicosa,Zona da Mata
2016-02-29,13.1,28.8,21.5,3.7,vicosa,Zona da Mata
2016-03-01,1.6,25.9,19.3,2.78,vicosa,Zona da Mata
2016-03-02,0.0,27.9,20.2,3.62,vicosa,Zona da Mata
2016-03-03,0.0,27.8,19.6,4.13,vicosa,Zona da Mata
2016-03-04,5.1,28.2,20.6,4.35,vicosa,Zona da Mata
2016-03-05,1.3,27.9,20.0,3.62,vicosa,Zona da Mata
2016-03-06,7.2,28.5,21.5,3.8,vicosa,Zona da Mata
2016-03-07,0.3,27.6,21.6,3.76,vicosa,Zona da Mata
2016-03-08,0.6,27.5,20.5,3.74,vicosa,Zona da Mata
2016-03-09,0.0,28.4,20.2,4.46,vicosa,Zona da Mata
2016-03-10,0.0,29.2,19.6,5.49,vicosa,Zona da Mata
2016-03-11,0.1,28.2,20.8,4.21,vicosa,Zona da Mata
2016-03-12,6.3,27.6,21.2,3.82,vicosa,Zona da Mata
2016-03-13,14.0,25.9,21.2,2.39,vicosa,Zona da Mata
2016-03-14,9.1,27.1,20.4,3.43,vicosa,Zona da Mata
2016-03-15,0.1,27.3,20.4,4.18,vicosa,Zona da Mata
2016-03-16,1.2,26.7,19.9,3.99,vicosa,Zona da Mata
2016-03-17,3.8,25.5,20.2,3.19,vicosa,Zona da Mata
2016-03-18,10.1,27.1,19.7,3.85,vicosa,Zona da Mata
2016-03-19,0.0,27.6,19.7,3.87,vicosa,Zona da Mata
2016-03-20,0.0,27.4,18.3,3.99,vicosa,Zona da Mata
2016-03-21,0.0,27.1,16.7,3.69,vicosa,Zona da Mata
2016-03-22,0.0,29.1,17.8,4.93,vicosa,Zona da Mata
2016-03-23,5.2,29.7,20.1,4.72,vicosa,Zona da Mata
2016-03-24,4.5,28.8,20.0,3.92,vicosa,Zona da Mata
2016-03-25,1.3,29.1,20.5,4.13,vicosa,Zona da Mata
2016-03-26,0.2,28.3,21.2,3.7,vicosa,Zona da Mata
2016-03-27,4.9,28.9,20.3,3.88,vicosa,Zona da Mata
2016-03-28,0.0,29.0,20.9,4.22,vicosa,Zona da Mata
2016-03-29,0.0,28.5,20.7,3.84,vicosa,Zona da Mata
2016-03-30,4.3,28.5,20.5,3.64,vicosa,Zona da Mata
2016-03-31,5.9,28.0,19.8,3.56,vicosa,Zona da Mata
2016-04-01,1.7,28.3,18.8,3.94,vicosa,Zona da Mata
2016-04-02,1.6,27.5,19.7,3.66,vicosa,Zona da Mata
2016-04-03,0.0,29.2,19.4,4.14,vicosa,Zona da Mata
2016-04-04,0.0,28.7,20.1,4.14,vicosa,Zona da Mata
2016-04-05,0.0,27.8,18.9,3.97,vicosa,Zona da Mata
2016-04-06,0.0,27.3,19.2,3.5,vicosa,Zona da Mata
2016-04-07,0.0,28.5,18.8,3.86,vicosa,Zona da Mata
2016-04-08,0.0,29.9,20.4,4.69,vicosa,Zona da Mata
2016-04-09,0.0,30.0,17.2,4.57,vicosa,Zona da Mata
2016-04-10,0.0,29.4,18.1,4.24,vicosa,Zona da Mata
2016-04-11,0.0,29.4,18.9,4.22,vicosa,Zona da Mata
2016-04-12,0.0,29.6,19.1,4.18,vicosa,Zona da Mata
2016-04-13,0.0,29.3,20.5,3.86,vicosa,Zona da Mata
2016-04-14,0.0,29.2,20.0,4.16,vicosa,Zona da Mata
2016-04-15,0.0,29.6,18.5,4.21,vicosa,Zona da Mata
2016-04-16,0.0,30.0,19.5,4.14,vicosa,Zona da Mata
2016-04-17,0.0,29.3,18.7,3.72,vicosa,Zona da Mata
2016-04-18,0.0,29.3,19.3,3.64,vicosa,Zona da Mata
2016-04-19,0.4,29.2,20.4,3.75,vicosa,Zona da Mata
2016-04-20,0.0,28.8,19.7,3.63,vicosa,Zona da Mata
2016-04-21,0.0,29.2,19.4,4.01,vicosa,Zona da Mata
2016-04-22,0.4,28.8,20.1,3.74,vicosa,Zona da Mata
2016-04-23,0.0,28.3,19.5,3.97,vicosa,Zona da Mata
2016-04-24,0.0,28.1,18.2,4.48,vicosa,Zona da Mata
2016-04-25,0.0,28.1,18.2,4.44,vicosa,Zona da Mata
2016-04-26,0.0,29.5,19.3,4.91,vicosa,Zona da Mata
2016-04-27,0.9,31.1,20.7,4.73,vicosa,Zona da Mata
2016-04-28,13.8,21.5,18.1,1.0,vicosa,Zona da Mata
2016-04-29,12.8,19.8,16.2,1.15,vicosa,Zona da Mata
2016-04-30,8.1,23.0,17.2,1.47,vicosa,Zona da Mata
2016-05-01,0.0,21.3,15.6,1.95,vicosa,Zona da Mata
2016-05-02,0.0,21.8,13.4,2.85,vicosa,Zona da Mata
2016-05-03,0.0,23.1,13.6,2.83,vicosa,Zona da Mata
2016-05-04,0.0,24.9,12.8,3.46,vicosa,Zona da Mata
2016-05-05,0.0,24.9,14.8,2.93,vicosa,Zona da Mata
2016-05-06,0.0,24.2,17.0,2.75,vicosa,Zona da Mata
2016-05-07,0.0,25.6,15.0,3.15,vicosa,Zona da Mata
2016-05-08,0.0,26.0,16.5,3.18,vicosa,Zona da Mata
2016-05-09,0.0,26.4,16.8,3.02,vicosa,Zona da Mata
2016-05-10,0.0,27.2,17.3,3.76,vicosa,Zona da Mata
2016-05-11,0.0,26.8,19.0,3.04,vicosa,Zona da Mata
2016-05-12,4.0,26.4,19.2,2.41,vicosa,Zona da Mata
2016-05-13,0.1,21.7,17.7,1.59,vicosa,Zona da Mata
2016-05-14,0.0,20.7,16.8,1.63,vicosa,Zona da Mata
2016-05-15,0.0,21.4,16.8,1.78,vicosa,Zona da Mata
2016-05-16,0.0,27.1,15.8,3.58,vicosa,Zona da Mata
2016-05-17,4.1,27.6,17.8,3.06,vicosa,Zona da Mata
2016-05-18,0.6,25.9,18.3,2.3,vicosa,Zona da Mata
2016-05-19,2.0,23.4,19.5,1.21,vicosa,Zona da Mata
2016-05-20,0.0,24.6,18.3,2.2,vicosa,Zona da Mata
2016-05-21,0.0,24.7,16.3,2.22,vicosa,Zona da Mata
2016-05-22,0.0,26.4,16.0,3.32,vicosa,Zona da Mata
2016-05-23,0.0,27.8,17.4,3.35,vicosa,Zona da Mata
2016-05-24,0.0,20.2,15.4,2.46,vicosa,Zona da Mata
2016-05-25,0.0,20.3,15.6,1.61,vicosa,Zona da Mata
2016-05-26,0.0,21.7,15.3,1.83,vicosa,Zona da Mata
2016-05-27,0.0,23.3,13.3,2.56,vicosa,Zona da Mata
2016-05-28,0.0,22.8,14.0,2.61,vicosa,Zona da Mata
2016-05-29,0.0,24.5,13.4,2.99,vicosa,Zona da Mata
2016-05-30,0.0,26.6,14.6,3.31,vicosa,Zona da Mata
2016-05-31,0.0,27.5,17.2,3.14,vicosa,Zona da Mata
2016-06-01,0.8,26.5,18.1,2.71,vicosa,Zona da Mata
2016-06-02,0.0,26.7,16.7,2.61,vicosa,Zona da Mata
2016-06-03,4.1,25.2,17.4,2.1,vicosa,Zona da Mata
2016-06-04,1.6,25.4,17.3,2.4,vicosa,Zona da Mata
2016-06-05,0.3,28.0,18.1,2.95,vicosa,Zona da Mata
2016-06-06,0.0,29.0,18.0,3.44,vicosa,Zona da Mata
2016-06-07,7.7,27.4,18.5,2.57,vicosa,Zona da Mata
2016-06-08,5.7,21.1,16.7,1.13,vicosa,Zona da Mata
2016-06-09,4.5,19.6,16.1,1.23,vicosa,Zona da Mata
2016-06-10,3.6,18.6,15.2,0.77,vicosa,Zona da Mata
2016-06-11,0.6,17.6,14.1,1.03,vicosa,Zona da Mata
2016-06-12,0.0,19.4,11.5,1.63,vicosa,Zona da Mata
2016-06-13,0.0,17.2,12.5,1.74,vicosa,Zona da Mata
2016-06-14,0.0,18.5,10.7,2.12,vicosa,Zona da Mata
2016-06-15,0.0,20.2,8.3,2.56,vicosa,Zona da Mata
2016-06-16,0.0,20.8,9.0,2.62,vicosa,Zona da Mata
2016-06-17,0.0,21.7,12.0,2.84,vicosa,Zona da Mata
2016-06-18,0.0,23.2,12.9,2.83,vicosa,Zona da Mata
2016-06-19,0.0,22.9,9.5,2.69,vicosa,Zona da Mata
2016-06-20,0.0,22.5,10.6,2.54,vicosa,Zona da Mata
2016-06-21,0.4,20.5,13.5,1.62,vicosa,Zona da Mata
2016-06-22,0.0,21.1,14.8,1.77,vicosa,Zona da Mata
2016-06-23,0.0,23.8,12.2,2.79,vicosa,Zona da Mata
2016-06-24,0.8,21.4,14.3,1.82,vicosa,Zona da Mata
2016-06-25,0.0,21.1,13.7,2.37,vicosa,Zona da Mata
2016-06-26,0.0,19.5,11.8,1.9,vicosa,Zona da Mata
2016-06-27,0.0,20.6,13.0,1.93,vicosa,Zona da Mata
2016-06-28,0.5,21.0,13.8,1.39,vicosa,Zona da Mata
2016-06-29,0.0,22.6,12.1,2.19,vicosa,Zona da Mata
2016-06-30,0.2,22.2,16.5,1.61,vicosa,Zona da Mata
2016-07-01,0.0,23.5,14.7,2.24,vicosa,Zona da Mata
2016-07-02,0.0,22.8,12.9,2.11,vicosa,Zona da Mata
2016-07-03,0.0,23.3,12.7,2.46,vicosa,Zona da Mata
2016-07-04,0.0,22.2,13.2,2.25,vicosa,Zona da Mata
2016-07-05,0.0,23.2,13.9,2.72,vicosa,Zona da Mata
2016-07-06,0.0,23.5,13.5,3.31,vicosa,Zona da Mata
2016-07-07,0.0,27.0,15.4,3.57,vicosa,Zona da Mata
2016-07-08,0.0,22.9,15.2,2.59,vicosa,Zona da Mata
2016-07-09,0.0,22.1,13.0,2.17,vicosa,Zona da Mata
2016-07-10,0.0,25.1,13.9,3.27,vicosa,Zona da Mata
2016-07-11,0.0,26.5,13.6,3.47,vicosa,Zona da Mata
2016-07-12,0.0,26.7,15.0,3.6,vicosa,Zona da Mata
2016-07-13,0.0,27.4,16.0,3.35,vicosa,Zona da Mata
2016-07-14,0.0,26.0,14.6,3.65,vicosa,Zona da Mata
2016-07-15,0.0,27.0,15.3,3.81,vicosa,Zona da Mata
2016-07-16,0.0,29.3,15.8,4.54,vicosa,Zona da Mata
2016-07-17,0.0,24.1,14.7,3.15,vicosa,Zona da Mata
2016-07-18,0.0,22.1,13.2,2.74,vicosa,Zona da Mata
2016-07-19,0.4,20.0,13.1,1.26,vicosa,Zona da Mata
2016-07-20,0.0,22.4,13.5,1.77,vicosa,Zona da Mata
2016-07-21,0.5,21.2,14.2,1.67,vicosa,Zona da Mata
2016-07-22,0.5,18.9,15.0,1.08,vicosa,Zona da Mata
2016-07-23,0.3,21.6,15.5,1.86,vicosa,Zona da Mata
2016-07-24,0.0,23.3,13.5,2.63,vicosa,Zona da Mata
2016-07-25,0.0,24.9,12.3,3.24,vicosa,Zona da Mata
2016-07-26,0.0,24.4,12.5,3.5,vicosa,Zona da Mata
2016-07-27,0.0,27.3,15.0,3.93,vicosa,Zona da Mata
2016-07-28,0.0,24.6,14.9,3.06,vicosa,Zona da Mata
2016-07-29,0.0,21.2,15.0,1.66,vicosa,Zona da Mata
2016-07-30,0.2,22.6,15.6,2.15,vicosa,Zona da Mata
2016-07-31,5.6,19.9,15.7,1.32,vicosa,Zona da Mata
2016-08-01,0.0,22.2,13.4,3.14,vicosa,Zona da Mata
2016-08-02,0.0,24.8,12.5,3.67,vicosa,Zona da Mata
2016-08-03,0.1,22.7,15.5,2.42,vicosa,Zona da Mata
2016-08-04,0.4,21.6,15.6,1.94,vicosa,Zona da Mata
2016-08-05,0.0,22.8,14.1,2.5,vicosa,Zona da Mata
2016-08-06,0.0,24.7,13.2,3.74,vicosa,Zona da Mata
2016-08-07,0.0,27.8,14.4,4.15,vicosa,Zona da Mata
2016-08-08,0.0,27.4,14.1,3.75,vicosa,Zona da Mata
2016-08-09,0.0,27.6,15.0,4.21,vicosa,Zona da Mata
2016-08-10,1.0,28.7,16.4,4.41,vicosa,Zona da Mata
2016-08-11,6.4,19.7,14.0,1.43,vicosa,Zona da Mata
2016-08-12,0.0,21.6,11.2,3.17,vicosa,Zona da Mata
2016-08-13,0.0,23.7,12.2,3.36,vicosa,Zona da Mata
2016-08-14,0.0,26.9,12.9,3.84,vicosa,Zona da Mata
2016-08-15,0.0,28.5,16.0,4.45,vicosa,Zona da Mata
2016-08-16,2.6,28.6,16.9,3.97,vicosa,Zona da Mata
2016-08-17,0.0,28.3,16.3,4.14,vicosa,Zona da Mata
2016-08-18,0.0,29.5,16.9,4.22,vicosa,Zona da Mata
2016-08-19,0.1,27.5,17.2,3.7,vicosa,Zona da Mata
2016-08-20,0.0,27.7,18.3,4.71,vicosa,Zona da Mata
2016-08-21,0.0,30.9,18.7,4.95,vicosa,Zona da Mata
2016-08-22,0.0,20.4,13.9,3.12,vicosa,Zona da Mata
2016-08-23,0.0,21.5,14.0,2.29,vicosa,Zona da Mata
2016-08-24,0.0,21.7,15.0,2.17,vicosa,Zona da Mata
2016-08-25,0.0,23.7,14.5,3.37,vicosa,Zona da Mata
2016-08-26,0.0,24.6,11.4,3.94,vicosa,Zona da Mata
2016-08-27,0.0,25.6,11.5,4.44,vicosa,Zona da Mata
2016-08-28,0.0,25.8,14.1,4.36,vicosa,Zona da Mata
2016-08-29,0.0,27.3,14.9,4.72,vicosa,Zona da Mata
2016-08-30,0.0,27.6,16.7,4.85,vicosa,Zona da Mata
2016-08-31,0.0,27.8,17.9,4.14,vicosa,Zona da Mata
2016-09-01,3.0,27.8,17.9,3.87,vicosa,Zona da Mata
2016-09-02,0.4,25.8,16.1,3.15,vicosa,Zona da Mata
2016-09-03,0.0,26.5,15.7,3.97,vicosa,Zona da Mata
2016-09-04,0.0,26.2,15.7,4.81,vicosa,Zona da Mata
2016-09-05,0.0,26.5,15.9,4.47,vicosa,Zona da Mata
2016-09-06,0.0,27.3,16.1,4.4,vicosa,Zona da Mata
2016-09-07,0.0,28.6,17.2,5.27,vicosa,Zona da Mata
2016-09-08,0.0,29.3,18.5,4.49,vicosa,Zona da Mata
2016-09-09,0.7,28.0,18.6,3.66,vicosa,Zona da Mata
2016-09-10,2.2,26.1,18.5,3.38,vicosa,Zona da Mata
2016-09-11,0.0,27.6,16.7,3.98,vicosa,Zona da Mata
2016-09-12,0.0,28.2,16.6,4.94,vicosa,Zona da Mata
2016-09-13,0.0,28.8,17.6,5.58,vicosa,Zona da Mata
2016-09-14,0.0,31.2,17.8,6.49,vicosa,Zona da Mata
2016-09-15,0.0,32.6,20.2,6.19,vicosa,Zona da Mata
2016-09-16,0.0,28.7,17.7,3.92,vicosa,Zona da Mata
2016-09-17,2.2,30.0,17.5,4.33,vicosa,Zona da Mata
2016-09-18,0.0,31.8,18.2,5.15,vicosa,Zona da Mata
2016-09-19,7.1,32.1,18.4,5.26,vicosa,Zona da Mata
2016-09-20,8.0,25.6,17.7,3.08,vicosa,Zona da Mata
2016-09-21,10.1,19.7,14.8,1.57,vicosa,Zona da Mata
2016-09-22,0.0,23.0,13.7,4.33,vicosa,Zona da Mata
2016-09-23,0.0,25.2,13.8,3.73,vicosa,Zona da Mata
2016-09-24,1.2,27.9,15.6,4.79,vicosa,Zona da Mata
2016-09-25,10.5,25.3,16.9,2.82,vicosa,Zona da Mata
2016-09-26,20.4,19.6,16.0,1.18,vicosa,Zona da Mata
2016-09-27,0.3,21.8,15.3,1.96,vicosa,Zona da Mata
2016-09-28,0.4,23.4,16.0,2.1,vicosa,Zona da Mata
2016-09-29,0.0,27.8,16.6,4.47,vicosa,Zona da Mata
2016-09-30,1.8,22.6,17.8,2.57,vicosa,Zona da Mata
2016-10-01,9.5,19.2,15.5,1.16,vicosa,Zona da Mata
2016-10-02,2.6,18.9,15.2,1.12,vicosa,Zona da Mata
2016-10-03,1.3,21.9,15.8,2.3,vicosa,Zona da Mata
2016-10-04,10.1,19.3,16.2,0.96,vicosa,Zona da Mata
2016-10-05,4.5,23.0,17.1,3.3,vicosa,Zona da Mata
2016-10-06,6.1,21.5,17.1,1.48,vicosa,Zona da Mata
2016-10-07,0.0,25.3,16.4,4.87,vicosa,Zona da Mata
2016-10-08,0.0,25.9,12.5,4.6,vicosa,Zona da Mata
2016-10-09,0.0,27.4,15.2,4.84,vicosa,Zona da Mata
2016-10-10,0.1,22.8,17.6,2.39,vicosa,Zona da Mata
2016-10-11,0.6,23.3,16.7,2.5,vicosa,Zona da Mata
2016-10-12,0.0,25.1,16.6,3.07,vicosa,Zona da Mata
2016-10-13,0.0,25.0,17.9,3.96,vicosa,Zona da Mata
2016-10-14,0.0,27.4,19.2,3.68,vicosa,Zona da Mata
2016-10-15,0.3,27.8,18.8,4.08,vicosa,Zona da Mata
2016-10-16,0.0,28.1,20.4,4.14,vicosa,Zona da Mata
2016-10-17,0.0,29.4,19.3,5.59,vicosa,Zona da Mata
2016-10-18,0.0,30.4,19.3,5.8,vicosa,Zona da Mata
2016-10-19,0.0,31.5,20.1,6.14,vicosa,Zona da Mata
2016-10-20,0.2,32.3,20.7,5.86,vicosa,Zona da Mata
2016-10-21,1.8,31.7,21.1,5.11,vicosa,Zona da Mata
2016-10-22,0.5,27.3,20.9,3.29,vicosa,Zona da Mata
2016-10-23,2.0,24.9,18.3,2.16,vicosa,Zona da Mata
2016-10-24,0.4,27.2,18.8,2.9,vicosa,Zona da Mata
2016-10-25,2.8,27.7,19.5,3.76,vicosa,Zona da Mata
2016-10-26,0.2,28.9,20.3,3.8,vicosa,Zona da Mata
2016-10-27,0.0,31.6,20.5,6.54,vicosa,Zona da Mata
2016-10-28,9.1,29.2,19.6,4.13,vicosa,Zona da Mata
2016-10-29,6.6,18.8,16.1,1.25,vicosa,Zona da Mata
2016-10-30,0.5,21.4,15.9,1.92,vicosa,Zona da Mata
2016-10-31,0.3,24.1,16.9,2.9,vicosa,Zona da Mata
2016-11-01,0.0,26.2,17.1,5.2,vicosa,Zona da Mata
2016-11-02,0.0,26.1,18.1,4.32,vicosa,Zona da Mata
2016-11-03,0.0,28.7,19.1,5.57,vicosa,Zona da Mata
2016-11-04,27.0,25.7,19.5,2.64,vicosa,Zona da Mata
2016-11-05,17.2,23.6,18.5,2.34,vicosa,Zona da Mata
2016-11-06,0.1,25.7,17.9,4.33,vicosa,Zona da Mata
2016-11-07,2.8,25.0,16.3,3.84,vicosa,Zona da Mata
2016-11-08,4.6,25.0,18.1,3.53,vicosa,Zona da Mata
2016-11-09,0.6,26.7,17.9,4.34,vicosa,Zona da Mata
2016-11-10,2.3,27.2,19.2,4.13,vicosa,Zona da Mata
2016-11-11,2.0,29.5,19.7,5.16,vicosa,Zona da Mata
2016-11-12,42.6,28.2,19.6,4.34,vicosa,Zona da Mata
2016-11-13,81.0,21.4,19.3,1.05,vicosa,Zona da Mata
2016-11-14,37.3,20.7,18.8,0.93,vicosa,Zona da Mata
2016-11-15,35.3,26.5,19.1,2.75,vicosa,Zona da Mata
2016-11-16,4.1,28.4,19.7,4.07,vicosa,Zona da Mata
2016-11-17,1.4,28.6,19.5,4.57,vicosa,Zona da Mata
2016-11-18,25.4,27.4,16.3,3.64,vicosa,Zona da Mata
2016-11-19,0.0,22.3,14.3,5.3,vicosa,Zona da Mata
2016-11-20,0.0,23.8,12.5,5.33,vicosa,Zona da Mata
2016-11-21,0.0,24.5,15.3,4.72,vicosa,Zona da Mata
2016-11-22,8.3,23.6,17.4,2.26,vicosa,Zona da Mata
2016-11-23,33.4,21.6,18.9,1.32,vicosa,Zona da Mata
2016-11-24,2.4,27.1,19.1,3.9,vicosa,Zona da Mata
2016-11-25,0.5,26.0,19.2,3.75,vicosa,Zona da Mata
2016-11-26,1.5,27.1,19.9,3.69,vicosa,Zona da Mata
2016-11-27,2.8,26.7,20.6,4.15,vicosa,Zona da Mata
2016-11-28,0.0,28.0,20.6,4.7,vicosa,Zona da Mata
2016-11-29,6.0,29.4,21.1,5.06,vicosa,Zona da Mata
2016-11-30,50.4,21.6,18.0,0.92,vicosa,Zona da Mata
2016-12-01,0.7,24.3,16.3,4.11,vicosa,Zona da Mata
2016-12-02,0.3,24.9,15.7,3.6,vicosa,Zona da Mata
2016-12-03,0.1,27.2,19.2,4.0,vicosa,Zona da Mata
2016-12-04,23.8,24.9,19.9,1.76,vicosa,Zona da Mata
2016-12-05,20.5,26.5,20.5,2.68,vicosa,Zona da Mata
2016-12-06,0.0,30.2,19.3,5.95,vicosa,Zona da Mata
2016-12-07,0.0,29.1,19.1,5.12,vicosa,Zona da Mata
2016-12-08,22.0,29.4,20.3,4.96,vicosa,Zona da Mata
2016-12-09,5.8,27.7,21.0,3.74,vicosa,Zona da Mata
2016-12-10,7.9,27.1,20.7,2.49,vicosa,Zona da Mata
2016-12-11,12.9,29.6,21.2,4.23,vicosa,Zona da Mata
2016-12-12,17.7,28.0,21.2,3.62,vicosa,Zona da Mata
2016-12-13,8.7,26.4,21.3,2.71,vicosa,Zona da Mata
2016-12-14,37.8,25.8,21.0,2.33,vicosa,Zona da Mata
2016-12-15,11.7,21.6,16.7,1.18,vicosa,Zona da Mata
2016-12-16,0.9,21.3,16.4,2.42,vicosa,Zona da Mata
2016-12-17,3.4,23.5,17.1,2.4,vicosa,Zona da Mata
2016-12-18,3.2,25.8,17.6,4.29,vicosa,Zona da Mata
2016-12-19,4.1,25.9,17.0,4.45,vicosa,Zona da Mata
2016-12-20,0.5,26.6,18.3,4.96,vicosa,Zona da Mata
2016-12-21,0.0,26.7,18.9,4.59,vicosa,Zona da Mata
2016-12-22,1.8,29.1,19.3,5.26,vicosa,Zona da Mata
2016-12-23,0.0,29.0,19.5,5.79,vicosa,Zona da Mata
2016-12-24,2.0,29.8,19.8,5.7,vicosa,Zona da Mata
2016-12-25,4.3,29.9,20.2,5.72,vicosa,Zona da Mata
2016-12-26,0.6,29.1,20.1,5.27,vicosa,Zona da Mata
2016-12-27,0.0,29.7,21.1,5.89,vicosa,Zona da Mata
2016-12-28,0.0,29.9,20.5,6.17,vicosa,Zona da Mata
2016-12-29,0.0,30.1,19.3,6.09,vicosa,Zona da Mata
2016-12-30,0.0,30.6,20.4,6.04,vicosa,Zona da Mata
2016-12-31,0.0,29.8,20.9,6.22,vicosa,Zona da Mata
2017-01-01,0.0,29.9,19.9,6.63,vicosa,Zona da Mata
2017-01-02,0.0,31.3,21.2,5.85,vicosa,Zona da Mata
2017-01-03,3.8,29.8,22.1,4.89,vicosa,Zona da Mata
2017-01-04,0.6,30.3,21.1,6.14,vicosa,Zona da Mata
2017-01-05,0.1,29.9,20.3,6.12,vicosa,Zona da Mata
2017-01-06,3.0,30.9,21.2,5.85,vicosa,Zona da Mata
2017-01-07,0.9,30.3,20.8,5.88,vicosa,Zona da Mata
2017-01-08,3.0,29.0,20.1,5.47,vicosa,Zona da Mata
2017-01-09,6.2,28.4,20.3,4.73,vicosa,Zona da Mata
2017-01-10,2.4,30.4,20.8,6.01,vicosa,Zona da Mata
2017-01-11,3.6,30.2,21.8,4.74,vicosa,Zona da Mata
2017-01-12,7.5,29.3,20.8,4.26,vicosa,Zona da Mata
2017-01-13,25.1,23.3,20.3,1.45,vicosa,Zona da Mata
